UniProt	GeneSymbol	ChEMBL	PrefName	TaxID	Organism
Q2M1P5	KIF7	CHEMBL2021751	Kinesin-like protein KIF7	9606	Homo sapiens
Q96Q89	KIF20B	CHEMBL2021752	Kinesin-like protein KIF20B	9606	Homo sapiens
O95235	KIF20A	CHEMBL2021753	Kinesin-like protein KIF20A	9606	Homo sapiens
Q9NR71	ASAH2	CHEMBL2021754	Neutral ceramidase	9606	Homo sapiens
P70623	Fabp4	CHEMBL2021755	Fatty acid-binding protein, adipocyte	10116	Rattus norvegicus
O59952	LIP	CHEMBL2021756	Lipase	5541	Thermomyces lanuginosus
P19205	APEH	CHEMBL2021757	Acylamino-acid-releasing enzyme	9823	Sus scrofa
Q9QLI9	PA	CHEMBL2028641	Polymerase acidic protein	107412	Influenza B virus (B/Lee/40)
Q9H665	IGFLR1	CHEMBL2029192	IGF-like family receptor 1	9606	Homo sapiens
Q8MJ89	MCHR1	CHEMBL2029193	Melanin-concentrating hormone receptor 1	9544	Macaca mulatta
O60282	KIF5C	CHEMBL2029194	Kinesin heavy chain isoform 5C	9606	Homo sapiens
P51557	Star	CHEMBL2029195	Steroidogenic acute regulatory protein, mitochondrial	10090	Mus musculus
Q9F2F0	def	CHEMBL2029196	Peptide deformylase	170187	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
O95398	RAPGEF3	CHEMBL2029197	Rap guanine nucleotide exchange factor 3	9606	Homo sapiens
Q8WZA2	RAPGEF4	CHEMBL2029198	Rap guanine nucleotide exchange factor 4	9606	Homo sapiens
P97504	Bmx	CHEMBL2034793	Cytoplasmic tyrosine-protein kinase BMX	10090	Mus musculus
P29319	Epha3	CHEMBL2034794	Ephrin type-A receptor 3	10090	Mus musculus
P14234	Fgr	CHEMBL2034795	Tyrosine-protein kinase Fgr	10090	Mus musculus
Q00342	Flt3	CHEMBL2034796	Receptor-type tyrosine-protein kinase FLT3	10090	Mus musculus
Q9WTU6	Mapk9	CHEMBL2034797	Mitogen-activated protein kinase 9	10090	Mus musculus
P05532	Kit	CHEMBL2034798	Mast/stem cell growth factor receptor Kit	10090	Mus musculus
P35546	Ret	CHEMBL2034799	Proto-oncogene tyrosine-protein kinase receptor Ret	10090	Mus musculus
Q06806	Tie1	CHEMBL2034800	Tyrosine-protein kinase receptor Tie-1	10090	Mus musculus
P43404	Zap70	CHEMBL2034801	Tyrosine-protein kinase ZAP-70	10090	Mus musculus
Q78DX7	Ros1	CHEMBL2034802	Proto-oncogene tyrosine-protein kinase ROS	10090	Mus musculus
P57771	RGS8	CHEMBL2034803	Regulator of G-protein signaling 8	9606	Homo sapiens
P59538	TAS2R31	CHEMBL2034804	Taste receptor type 2 member 31	9606	Homo sapiens
Q5KTC7	Naaa	CHEMBL2034805	N-acylethanolamine-hydrolyzing acid amidase	10116	Rattus norvegicus
P0C0J0	speB	CHEMBL2034806	Streptopain	1314	Streptococcus pyogenes
Q06609	RAD51	CHEMBL2034807	DNA repair protein RAD51 homolog 1	9606	Homo sapiens
Q08297	Rad51	CHEMBL2034808	DNA repair protein RAD51 homolog 1	10090	Mus musculus
Q6QLQ4	Clec7a	CHEMBL2034809	C-type lectin domain family 7 member A	10090	Mus musculus
Q9BXN2	CLEC7A	CHEMBL2034810	C-type lectin domain family 7 member A	9606	Homo sapiens
Q9R1W5	Calcrl	CHEMBL2034811	Calcitonin gene-related peptide type 1 receptor	10090	Mus musculus
Q91MA9	PA	CHEMBL2040544	Polymerase acidic protein	506350	Influenza A virus (strain A/Hong Kong/1/1968 H3N2)
P05455	SSB	CHEMBL2040701	Lupus La protein	9606	Homo sapiens
P70453	Pde7a	CHEMBL2040702	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	10090	Mus musculus
Q28731	thrombin	CHEMBL2040703	Thrombin	9986	Oryctolagus cuniculus
Q9H2U1	DHX36	CHEMBL2040704	Probable ATP-dependent RNA helicase DHX36	9606	Homo sapiens
Q8TDX6	CSGALNACT1	CHEMBL2040705	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	9606	Homo sapiens
O15440	ABCC5	CHEMBL2046258	Multidrug resistance-associated protein 5	9606	Homo sapiens
Q8N5Z0	AADAT	CHEMBL2046259	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	9606	Homo sapiens
Q6YP21	KYAT3	CHEMBL2046260	Kynurenine--oxoglutarate transaminase 3	9606	Homo sapiens
Q9JM51	Ptges	CHEMBL2046261	Prostaglandin E synthase	10090	Mus musculus
P41052	mltB	CHEMBL2046262	Membrane-bound lytic murein transglycosylase B	83333	Escherichia coli (strain K12)
P0DOF9	NA	CHEMBL2046263	Neuraminidase	381517	Influenza A virus (strain A/Udorn/307/1972 H3N2)
Q6DLS0	REN	CHEMBL2046264	Renin	9541	Macaca fascicularis
Q75ZY9	MET	CHEMBL2046265	Hepatocyte growth factor receptor	9615	Canis familiaris
Q869C3	Ace	CHEMBL2046266	Acetylcholinesterase	7165	Anopheles gambiae
Q5XXA6	ANO1	CHEMBL2046267	Anoctamin-1	9606	Homo sapiens
Q91XA9	Chia	CHEMBL2052027	Acidic mammalian chitinase	10090	Mus musculus
P60842	EIF4A1	CHEMBL2052028	Eukaryotic initiation factor 4A-I	9606	Homo sapiens
P29562	EIF4A1	CHEMBL2052029	Eukaryotic initiation factor 4A-I	9986	Oryctolagus cuniculus
Q6T755	PMT	CHEMBL2052030	Phosphoethanolamine N-methyltransferase	5833	Plasmodium falciparum
Q13451	FKBP5	CHEMBL2052031	Peptidyl-prolyl cis-trans isomerase FKBP5	9606	Homo sapiens
P60484	PTEN	CHEMBL2052032	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	9606	Homo sapiens
Q8WUK0	PTPMT1	CHEMBL2052033	Protein-tyrosine phosphatase mitochondrial 1	9606	Homo sapiens
Q9NRM0	SLC2A9	CHEMBL2052034	Solute carrier family 2, facilitated glucose transporter member 9	9606	Homo sapiens
O61142	sub-1	CHEMBL2052035	Subtilisin-like protease	5833	Plasmodium falciparum
Q7TMA4	Ffar4	CHEMBL2052036	Omega-3 fatty acid receptor 1	10090	Mus musculus
Q6PCB7	SLC27A1	CHEMBL2052038	Long-chain fatty acid transport protein 1	9606	Homo sapiens
Q60714	Slc27a1	CHEMBL2052039	Long-chain fatty acid transport protein 1	10090	Mus musculus
P49279	SLC11A1	CHEMBL2052040	Natural resistance-associated macrophage protein 1	9606	Homo sapiens
P54652	HSPA2	CHEMBL2062348	Heat shock-related 70 kDa protein 2	9606	Homo sapiens
Q9Y230	RUVBL2	CHEMBL2062349	RuvB-like 2	9606	Homo sapiens
P06576	ATP5B	CHEMBL2062350	ATP synthase subunit beta, mitochondrial	9606	Homo sapiens
P25705	ATP5A1	CHEMBL2062351	ATP synthase subunit alpha, mitochondrial	9606	Homo sapiens
O00303	EIF3F	CHEMBL2062352	Eukaryotic translation initiation factor 3 subunit F	9606	Homo sapiens
P60709	ACTB	CHEMBL2062353	Actin, cytoplasmic 1	9606	Homo sapiens
P50747	HLCS	CHEMBL2062354	Biotin--protein ligase	9606	Homo sapiens
O35988	Sdc4	CHEMBL2062355	Syndecan-4	10090	Mus musculus
P35318	ADM	CHEMBL2062356	ADM	9606	Homo sapiens
Q9UH92	MLX	CHEMBL2062357	Max-like protein X	9606	Homo sapiens
Q14145	KEAP1	CHEMBL2069156	Kelch-like ECH-associated protein 1	9606	Homo sapiens
P14769	GGTA1	CHEMBL2069158	N-acetyllactosaminide alpha-1,3-galactosyltransferase	9913	Bos taurus
P08294	SOD3	CHEMBL2069159	Extracellular superoxide dismutase [Cu-Zn]	9606	Homo sapiens
Q3ZKN1	CTSK	CHEMBL2069160	Cathepsin K	9615	Canis familiaris
Q7Z601	GPR142	CHEMBL2069161	Probable G-protein coupled receptor 142	9606	Homo sapiens
Q7TQN9	Gpr142	CHEMBL2069162	Probable G-protein coupled receptor 142	10090	Mus musculus
Q96S53	TESK2	CHEMBL2069163	Dual specificity testis-specific protein kinase 2	9606	Homo sapiens
O15550	KDM6A	CHEMBL2069164	Lysine-specific demethylase 6A	9606	Homo sapiens
O95255	ABCC6	CHEMBL2073661	Multidrug resistance-associated protein 6	9606	Homo sapiens
O70577	Slc22a2	CHEMBL2073662	Solute carrier family 22 member 2	10090	Mus musculus
O15427	SLC16A3	CHEMBL2073663	Monocarboxylate transporter 4	9606	Homo sapiens
O08966	Slc22a1	CHEMBL2073664	Solute carrier family 22 member 1	10090	Mus musculus
Q9Z0E8	Slc22a5	CHEMBL2073665	Solute carrier family 22 member 5	10090	Mus musculus
Q9R1U7	Slc22a8	CHEMBL2073666	Solute carrier family 22 member 8	10116	Rattus norvegicus
Q9R141	Slc22a4	CHEMBL2073667	Solute carrier family 22 member 4	10116	Rattus norvegicus
Q9H015	SLC22A4	CHEMBL2073668	Solute carrier family 22 member 4	9606	Homo sapiens
Q96QA9	MRP3	CHEMBL2073669	Multidrug resistance associated protein	9606	Homo sapiens
Q63089	Slc22a1	CHEMBL2073670	Solute carrier family 22 member 1	10116	Rattus norvegicus
Q5RLM2	Slc22a7	CHEMBL2073671	Solute carrier family 22 member 7	10116	Rattus norvegicus
O88909	Slc22a8	CHEMBL2073672	Solute carrier family 22 member 8	10090	Mus musculus
O75751	SLC22A3	CHEMBL2073673	Solute carrier family 22 member 3	9606	Homo sapiens
O70127	Abcb11	CHEMBL2073674	Bile salt export pump	10116	Rattus norvegicus
Q6A4K9	Slc22a19	CHEMBL2073675	Putative organic anion transporter 5	10090	Mus musculus
Q63120	Abcc2	CHEMBL2073676	Canalicular multispecific organic anion transporter 1	10116	Rattus norvegicus
Q9NSA0	SLC22A11	CHEMBL2073677	Solute carrier family 22 member 11	9606	Homo sapiens
Q9ES07	Slc15a2	CHEMBL2073678	Solute carrier family 15 member 2	10090	Mus musculus
Q96BD0	SLCO4A1	CHEMBL2073679	Solute carrier organic anion transporter family member 4A1	9606	Homo sapiens
Q00910	Slco2a1	CHEMBL2073680	Solute carrier organic anion transporter family member 2A1	10116	Rattus norvegicus
Q8VI47	Abcc2	CHEMBL2073681	Canalicular multispecific organic anion transporter 1	10090	Mus musculus
O88563	Abcc3	CHEMBL2073682	Canalicular multispecific organic anion transporter 2	10116	Rattus norvegicus
B2RX12	Abcc3	CHEMBL2073683	Canalicular multispecific organic anion transporter 2	10090	Mus musculus
Q9WTW5	Slc22a3	CHEMBL2073684	Solute carrier family 22 member 3	10090	Mus musculus
Q9UIG8	SLCO3A1	CHEMBL2073685	Solute carrier organic anion transporter family member 3A1	9606	Homo sapiens
Q62633	Slc10a2	CHEMBL2073686	Ileal sodium/bile acid cotransporter	10116	Rattus norvegicus
Q5T3U5	ABCC10	CHEMBL2073687	Multidrug resistance-associated protein 7	9606	Homo sapiens
Q9ERB5	Slco1c1	CHEMBL2073688	Solute carrier organic anion transporter family member 1C1	10090	Mus musculus
Q99N02	Slco3a1	CHEMBL2073689	Solute carrier organic anion transporter family member 3A1	10116	Rattus norvegicus
Q6ZQN7	SLCO4C1	CHEMBL2073690	Solute carrier organic anion transporter family member 4C1	9606	Homo sapiens
P51574	Slc15a1	CHEMBL2073691	Solute carrier family 15 member 1	10116	Rattus norvegicus
O88397	Slco1a5	CHEMBL2073692	Solute carrier organic anion transporter family member 1A5	10116	Rattus norvegicus
O76082	SLC22A5	CHEMBL2073693	Solute carrier family 22 member 5	9606	Homo sapiens
Q9Z306	Slc22a4	CHEMBL2073694	Solute carrier family 22 member 4	10090	Mus musculus
Q9QY30	Abcb11	CHEMBL2073695	Bile salt export pump	10090	Mus musculus
Q9QXZ6	Slco1a1	CHEMBL2073696	Solute carrier organic anion transporter family member 1A1	10090	Mus musculus
Q9NYB5	SLCO1C1	CHEMBL2073697	Solute carrier organic anion transporter family member 1C1	9606	Homo sapiens
Q9JHI3	Slco2b1	CHEMBL2073698	Solute carrier organic anion transporter family member 2B1	10116	Rattus norvegicus
Q9EPT5	Slco2a1	CHEMBL2073699	Solute carrier organic anion transporter family member 2A1	10090	Mus musculus
Q9EP96	Slco1a4	CHEMBL2073700	Solute carrier organic anion transporter family member 1A4	10090	Mus musculus
Q99N01	Slco4a1	CHEMBL2073701	Solute carrier organic anion transporter family member 4A1	10116	Rattus norvegicus
Q96J66	ABCC11	CHEMBL2073702	ATP-binding cassette sub-family C member 11	9606	Homo sapiens
Q92959	SLCO2A1	CHEMBL2073703	Solute carrier organic anion transporter family member 2A1	9606	Homo sapiens
O60669	SLC16A7	CHEMBL2073704	Monocarboxylate transporter 2	9606	Homo sapiens
Q7TMS5	Abcg2	CHEMBL2073705	ATP-binding cassette sub-family G member 2	10090	Mus musculus
Q08201	Abcb4	CHEMBL2073706	Multidrug resistance protein 3	10116	Rattus norvegicus
P70502	Slco1a3	CHEMBL2073707	Solute carrier organic anion transporter family member 1A3	10116	Rattus norvegicus
P70172	Slc10a2	CHEMBL2073708	Ileal sodium/bile acid cotransporter	10090	Mus musculus
P53987	Slc16a1	CHEMBL2073709	Monocarboxylate transporter 1	10116	Rattus norvegicus
Q71MB6	Slco4c1	CHEMBL2073710	Solute carrier organic anion transporter family member 4C1	10116	Rattus norvegicus
Q6QMG6	Abcc4	CHEMBL2073711	Multidrug resistance-associated protein 4	10116	Rattus norvegicus
O88269	Abcc6	CHEMBL2073712	Multidrug resistance-associated protein 6	10116	Rattus norvegicus
O08705	Slc10a1	CHEMBL2073713	Sodium/bile acid cotransporter	10090	Mus musculus
Q9JIP7	Slc15a1	CHEMBL2073714	Solute carrier family 15 member 1	10090	Mus musculus
Q9WTN6	Slc22a21	CHEMBL2073715	Solute carrier family 22 member 21	10090	Mus musculus
Q91WU2	Slc22a7	CHEMBL2073716	Solute carrier family 22 member 7	10090	Mus musculus
Q91Y77	Slc16a10	CHEMBL2073717	Monocarboxylate transporter 10	10116	Rattus norvegicus
Q66HS9	Slc16a7	CHEMBL2073718	Monocarboxylate transporter 2	10116	Rattus norvegicus
Q05BR4	SLC16A10	CHEMBL2073719	SLC16A10 protein	9606	Homo sapiens
Q8K1P8	SLC16A2	CHEMBL2073720	Monocarboxylate transporter 8	10116	Rattus norvegicus
Q8IVM8	SLC22A9	CHEMBL2073721	Solute carrier family 22 member 9	9606	Homo sapiens
Q86VW1	SLC22A16	CHEMBL2073722	Solute carrier family 22 member 16	9606	Homo sapiens
Q8R000	Slc51a	CHEMBL2073723	Organic solute transporter subunit alpha	10090	Mus musculus
Q86UW1	SLC51A	CHEMBL2073724	Organic solute transporter subunit alpha	9606	Homo sapiens
P01111	NRAS	CHEMBL2079845	GTPase NRas	9606	Homo sapiens
Q07889	SOS1	CHEMBL2079846	Son of sevenless homolog 1	9606	Homo sapiens
Q93T40	bla2	CHEMBL2079847	Beta-lactamase II	1392	Bacillus anthracis
O54967	Tnk2	CHEMBL2079848	Activated CDC42 kinase 1	10090	Mus musculus
P05981	HPN	CHEMBL2079849	Serine protease hepsin	9606	Homo sapiens
Q86TP1	PRUNE1	CHEMBL2079850	Protein prune homolog	9606	Homo sapiens
O95932	TGM6	CHEMBL2079852	Protein-glutamine gamma-glutamyltransferase 6	9606	Homo sapiens
P21981	Tgm2	CHEMBL2079853	Protein-glutamine gamma-glutamyltransferase 2	10090	Mus musculus
Q6PE15	Abhd10	CHEMBL2146294	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	10090	Mus musculus
P65502	nadD	CHEMBL2146295	Probable nicotinate-nucleotide adenylyltransferase	158879	Staphylococcus aureus (strain N315)
P63165	SUMO1	CHEMBL2146296	Small ubiquitin-related modifier 1	9606	Homo sapiens
Q92698	RAD54L	CHEMBL2146297	DNA repair and recombination protein RAD54-like	9606	Homo sapiens
P34707	skn-1	CHEMBL2146298	Protein skinhead-1	6239	Caenorhabditis elegans
P9WQ81	bioA	CHEMBL2146299	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	1773	Mycobacterium tuberculosis
O95461	LARGE1	CHEMBL2146300	Glycosyltransferase-like protein LARGE1	9606	Homo sapiens
P61956	SUMO2	CHEMBL2146301	Small ubiquitin-related modifier 2	9606	Homo sapiens
O94925	GLS	CHEMBL2146302	Glutaminase kidney isoform, mitochondrial	9606	Homo sapiens
P35639	Ddit3	CHEMBL2146304	DNA damage-inducible transcript 3 protein	10090	Mus musculus
P01215	CGA	CHEMBL2146305	Glycoprotein hormones alpha chain	9606	Homo sapiens
Q9H0H5	RACGAP1	CHEMBL2146306	Rac GTPase-activating protein 1	9606	Homo sapiens
Q62848	Arfgap1	CHEMBL2146307	ADP-ribosylation factor GTPase-activating protein 1	10116	Rattus norvegicus
Q15084	PDIA6	CHEMBL2146308	Protein disulfide-isomerase A6	9606	Homo sapiens
P80244	clpP	CHEMBL2146309	ATP-dependent Clp protease proteolytic subunit	224308	Bacillus subtilis (strain 168)
Q77YF9	vpr	CHEMBL2146310	Aberrant vpr protein	11676	Human immunodeficiency virus 1
Q9ULH1	ASAP1	CHEMBL2146311	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	9606	Homo sapiens
Q14191	WRN	CHEMBL2146312	Werner syndrome ATP-dependent helicase	9606	Homo sapiens
P06582	hsp-16.2	CHEMBL2146313	Heat shock protein Hsp-16.2	6239	Caenorhabditis elegans
P38889	SKN7	CHEMBL2146314	Transcription factor SKN7	559292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q9R1A7	Nr1i2	CHEMBL2146315	Nuclear receptor subfamily 1 group I member 2	10116	Rattus norvegicus
Q9EPQ1	Tlr1	CHEMBL2146338	Toll-like receptor 1	10090	Mus musculus
Q99MB1	Tlr3	CHEMBL2146340	Toll-like receptor 3	10090	Mus musculus
Q9EPW9	Tlr6	CHEMBL2146341	Toll-like receptor 6	10090	Mus musculus
Q9UM81	PTPsigma	CHEMBL2146342	PTPsigma-(Brain)	9606	Homo sapiens
Q13115	DUSP4	CHEMBL2146343	Dual specificity protein phosphatase 4	9606	Homo sapiens
Q9JHE3	Asah2	CHEMBL2146344	Neutral ceramidase	10090	Mus musculus
P46531	NOTCH1	CHEMBL2146346	Neurogenic locus notch homolog protein 1	9606	Homo sapiens
P48050	KCNJ4	CHEMBL2146347	Inward rectifier potassium channel 4	9606	Homo sapiens
P78508	KCNJ10	CHEMBL2146348	ATP-sensitive inward rectifier potassium channel 10	9606	Homo sapiens
O60928	KCNJ13	CHEMBL2146349	Inward rectifier potassium channel 13	9606	Homo sapiens
P35560	Kcnj1	CHEMBL2146350	ATP-sensitive inward rectifier potassium channel 1	10116	Rattus norvegicus
B9UM29	gpr81	CHEMBL2146351	G-protein coupled receptor 81	9544	Macaca mulatta
B9UM26	gpr81	CHEMBL2146352	G-protein coupled receptor 81	9615	Canis familiaris
G3V906	Hcar1	CHEMBL2146353	Protein Gpr81	10116	Rattus norvegicus
Q8C131	Hcar1	CHEMBL2146354	Hydroxycarboxylic acid receptor 1	10090	Mus musculus
Q8TCG1	CIP2A	CHEMBL2146355	Protein CIP2A	9606	Homo sapiens
Q4QBL1	FPPS	CHEMBL2150832	Farnesyl pyrophosphate synthase	5664	Leishmania major
Q866A2	CHRNA7	CHEMBL2150833	Neuronal acetylcholine receptor subunit alpha-7	9544	Macaca mulatta
Q95Z89	Top1B	CHEMBL2150834	DNA topoisomerase type IB small subunit	5664	Leishmania major
Q5NGQ3	fabI	CHEMBL2150835	Enoyl-[acyl-carrier-protein] reductase [NADH]	177416	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)
Q9C0H9	SRCIN1	CHEMBL2150836	SRC kinase signaling inhibitor 1	9606	Homo sapiens
Q6PL18	ATAD2	CHEMBL2150837	ATPase family AAA domain-containing protein 2	9606	Homo sapiens
Q9BXA5	SUCNR1	CHEMBL2150838	Succinate receptor 1	9606	Homo sapiens
Q6IYF9	Sucnr1	CHEMBL2150839	Succinate receptor 1	10116	Rattus norvegicus
Q96P68	OXGR1	CHEMBL2150840	2-oxoglutarate receptor 1	9606	Homo sapiens
P0C1S7	parE	CHEMBL2150841	DNA topoisomerase 4 subunit B	1280	Staphylococcus aureus
P41361	SERPINC1	CHEMBL2150842	Antithrombin-III	9913	Bos taurus
Q9WU25	ADRA1A	CHEMBL2150843	Alpha-1A adrenergic receptor	10141	Cavia porcellus
Q99707	MTR	CHEMBL2150844	Methionine synthase	9606	Homo sapiens
Q93009	USP7	CHEMBL2157850	Ubiquitin carboxyl-terminal hydrolase 7	9606	Homo sapiens
Q96K76	USP47	CHEMBL2157851	Ubiquitin carboxyl-terminal hydrolase 47	9606	Homo sapiens
Q9UK80	USP21	CHEMBL2157852	Ubiquitin carboxyl-terminal hydrolase 21	9606	Homo sapiens
Q96RU2	USP28	CHEMBL2157853	Ubiquitin carboxyl-terminal hydrolase 28	9606	Homo sapiens
P40818	USP8	CHEMBL2157854	Ubiquitin carboxyl-terminal hydrolase 8	9606	Homo sapiens
P29352	Ptpn22	CHEMBL2157855	Tyrosine-protein phosphatase non-receptor type 22	10090	Mus musculus
Q9NPI8	FANCF	CHEMBL2157856	Fanconi anemia group F protein	9606	Homo sapiens
Q9BXW9	FANCD2	CHEMBL2157857	Fanconi anemia group D2 protein	9606	Homo sapiens
Q05923	DUSP2	CHEMBL2157858	Dual specificity protein phosphatase 2	9606	Homo sapiens
F6X9D9	GCGR	CHEMBL2157859	Uncharacterized protein	9544	Macaca mulatta
Q13702	RAPSN	CHEMBL2163166	43 kDa receptor-associated protein of the synapse	9606	Homo sapiens
Q9H2M3	BHMT2	CHEMBL2163167	S-methylmethionine--homocysteine S-methyltransferase BHMT2	9606	Homo sapiens
B5ATN6	lpxC	CHEMBL2163170	UDP-3-O-acyl-N-acetylglucosamine deacetylase	287	Pseudomonas aeruginosa
Q8VHL0	Slc14a1	CHEMBL2163171	Urea transporter 1	10090	Mus musculus
Q8BH82	Napepld	CHEMBL2163172	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	10090	Mus musculus
P55288	Cdh11	CHEMBL2163173	Cadherin-11	10090	Mus musculus
Q07969	Cd36	CHEMBL2163174	Platelet glycoprotein 4	10116	Rattus norvegicus
O75936	BBOX1	CHEMBL2163175	Gamma-butyrobetaine dioxygenase	9606	Homo sapiens
P41229	KDM5C	CHEMBL2163176	Lysine-specific demethylase 5C	9606	Homo sapiens
Q6ZMT4	KDM7A	CHEMBL2163177	Lysine-specific demethylase 7	9606	Homo sapiens
Q53781	splB	CHEMBL2163178	Serine protease SplB	1280	Staphylococcus aureus
A0R666	ethR	CHEMBL2163179	HTH-type transcriptional regulator EthR	246196	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)
Q15950	antithrombin/	CHEMBL2163180	Antithrombin	9606	Homo sapiens
Q15950	AT	CHEMBL2163180	Antithrombin	9606	Homo sapiens
Q9AIU7	ligA	CHEMBL2163181	DNA ligase	1280	Staphylococcus aureus
Q8N6T7	SIRT6	CHEMBL2163182	NAD-dependent protein deacetylase sirtuin-6	9606	Homo sapiens
Q9NXA8	SIRT5	CHEMBL2163183	NAD-dependent protein deacylase sirtuin-5, mitochondrial	9606	Homo sapiens
Q9NRC8	SIRT7	CHEMBL2163184	NAD-dependent protein deacetylase sirtuin-7	9606	Homo sapiens
Q9Y6E7	SIRT4	CHEMBL2163185	NAD-dependent protein deacetylase sirtuin-4	9606	Homo sapiens
P07203	GPX1	CHEMBL2163186	Glutathione peroxidase 1	9606	Homo sapiens
Q9NRG4	SMYD2	CHEMBL2169716	N-lysine methyltransferase SMYD2	9606	Homo sapiens
Q9VFK6	pr-set7	CHEMBL2169717	Histone-lysine N-methyltransferase pr-set7	7227	Drosophila melanogaster
Q9Z148	Ehmt2	CHEMBL2169718	Histone-lysine N-methyltransferase EHMT2	10090	Mus musculus
P42124	E(z)	CHEMBL2169719	Histone-lysine N-methyltransferase E(z)	7227	Drosophila melanogaster
P45975	Su(var)3-9	CHEMBL2169720	Histone-lysine N-methyltransferase Su(var)3-9	7227	Drosophila melanogaster
F6VR90	HSD17B2	CHEMBL2169721	Uncharacterized protein	9483	Callithrix jacchus
O96526	CRK3	CHEMBL2169723	Cdc2-related kinase	5664	Leishmania major
Q8IBS5	CPK4	CHEMBL2169725	Calcium-dependent protein kinase 4	36329	Plasmodium falciparum (isolate 3D7)
Q25856	PFG6PD	CHEMBL2169726	Glucose-6-phosphate 1-dehydrogenase	5833	Plasmodium falciparum
P80035	LIPF	CHEMBL2169727	Gastric triacylglycerol lipase	9615	Canis familiaris
P54317	PNLIPRP2	CHEMBL2169728	Pancreatic lipase-related protein 2	9606	Homo sapiens
P81139	PNLIPRP2	CHEMBL2169729	Pancreatic lipase-related protein 2	10141	Cavia porcellus
Q3B792	NQO1	CHEMBL2169730	NQO1 protein	9606	Homo sapiens
P16435	POR	CHEMBL2169731	NADPH--cytochrome P450 reductase	9606	Homo sapiens
Q9NYQ3	HAO2	CHEMBL2169732	Hydroxyacid oxidase 2	9606	Homo sapiens
Q6S996	PDEB1	CHEMBL2169733	Class I phosphodiesterase PDEB1	5664	Leishmania major
F1N083	OPRD1	CHEMBL2169734	Uncharacterized protein	9913	Bos taurus
Q9UBM7	DHCR7	CHEMBL2169735	7-dehydrocholesterol reductase	9606	Homo sapiens
O95551	TDP2	CHEMBL2169736	Tyrosyl-DNA phosphodiesterase 2	9606	Homo sapiens
Q9NWM0	SMOX	CHEMBL2176769	Spermine oxidase	9606	Homo sapiens
P58735	Slc26a1	CHEMBL2176770	Sulfate anion transporter 1	10090	Mus musculus
P00746	CFD	CHEMBL2176771	Complement factor D	9606	Homo sapiens
Q9UPN9	TRIM33	CHEMBL2176772	E3 ubiquitin-protein ligase TRIM33	9606	Homo sapiens
Q8WWQ0	PHIP	CHEMBL2176773	PH-interacting protein	9606	Homo sapiens
O95696	BRD1	CHEMBL2176774	Bromodomain-containing protein 1	9606	Homo sapiens
Q9ULI0	ATAD2B	CHEMBL2176775	ATPase family AAA domain-containing protein 2B	9606	Homo sapiens
Q9HC62	SENP2	CHEMBL2176776	Sentrin-specific protease 2	9606	Homo sapiens
Q460N5	PARP14	CHEMBL2176777	Poly [ADP-ribose] polymerase 14	9606	Homo sapiens
Q460N3	PARP15	CHEMBL2176778	Poly [ADP-ribose] polymerase 15	9606	Homo sapiens
P97313	Prkdc	CHEMBL2176779	DNA-dependent protein kinase catalytic subunit	10090	Mus musculus
P35710	Sox5	CHEMBL2176780	Transcription factor SOX-5	10090	Mus musculus
Q9Z139	Ror1	CHEMBL2176781	Tyrosine-protein kinase transmembrane receptor ROR1	10090	Mus musculus
O88761	Psmd1	CHEMBL2176782	26S proteasome non-ATPase regulatory subunit 1	10116	Rattus norvegicus
Q8VBX6	Mpdz	CHEMBL2176783	Multiple PDZ domain protein	10090	Mus musculus
Q04859	Mak	CHEMBL2176784	Serine/threonine-protein kinase MAK	10090	Mus musculus
Q9EPL8	Ipo7	CHEMBL2176785	Importin-7	10090	Mus musculus
P97924	Kalrn	CHEMBL2176786	Kalirin	10116	Rattus norvegicus
O08788	Dctn1	CHEMBL2176787	Dynactin subunit 1	10090	Mus musculus
Q9QZM3	Clcf1	CHEMBL2176788	Cardiotrophin-like cytokine factor 1	10090	Mus musculus
Q91ZU6	Dst	CHEMBL2176789	Dystonin	10090	Mus musculus
Q8CGZ2	Ssx2ip	CHEMBL2176790	Afadin- and alpha-actinin-binding protein	10116	Rattus norvegicus
Q9JIS7	Cacna1f	CHEMBL2176791	Voltage-dependent L-type calcium channel subunit alpha-1F	10090	Mus musculus
Q5QD11	Taar7b	CHEMBL2176792	Trace amine-associated receptor 7b	10090	Mus musculus
O70247	Slc5a6	CHEMBL2176793	Sodium-dependent multivitamin transporter	10116	Rattus norvegicus
O35454	Clcn6	CHEMBL2176794	Chloride transport protein 6	10090	Mus musculus
