#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
6160,4251910,2830161,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.7111,,,16.2787,,11.5756,,5.7799,,11.3622,,-4.0929,,0.1521,,-4.7111
6161,4251903,3245531,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.1965,,,14.0541,,21.1089,,20.8132,,-7.0449,,19.4845,,6.4335,,-9.1965
6162,4251870,3245502,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.8271,,,13.1876,,-25.2519,,-9.0322,,17.5718,,-39.762,,8.1677,,9.8271
6163,4251860,3245493,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.8253,,,7.5488,,4.0883,,32.1681,,10.915,,4.4597,,24.2015,,-23.8253
6164,4251856,756979,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.8242,,,-3.0261,,4.012,,10.9557,,-19.3276,,-10.8973,,5.3128,,-16.8242
6165,4251855,3245490,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.2303,,,-49.3478,,-30.4067,,-3.9975,,-0.5191,,17.3458,,-11.717,,-10.2303
6166,4251833,3245470,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.0611,,,-23.2163,,7.703,,-17.7391,,19.0148,,25.6391,,5.3904,,-20.0611
6167,4251829,3245466,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.1636,,,14.0163,,-14.0009,,-7.317,,-3.7317,,34.3052,,4.74,,-10.1636
6168,4251804,3245446,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-63.8392,,,-50.852,,-42.9578,,-42.7718,,-27.8984,,-19.7605,,-38.7712,,-63.8392
6169,4251787,3124991,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.6675,,,0.2992,,-15.6435,,-4.3622,,-6.3812,,-10.0019,,-6.241,,-9.6675
6170,4251781,3245424,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.2466,,,0.0271,,-0.7887,,-56.2251,,-60.3184,,-2.7093,,6.7839,,18.2466
6171,4251767,3245411,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.8689,,,15.953,,14.4379,,16.287,,33.0466,,37.6926,,3.1067,,2.8689
6172,4251755,3245402,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.2758,,,-12.0869,,-5.3003,,-0.7174,,24.9762,,4.6456,,-17.1009,,-26.2758
6173,4251735,3245387,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.7686,,,30.1739,,34.1342,,31.9718,,19.6374,,28.2638,,31.5001,,-23.7686
6174,4251704,3245358,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.343,,,-36.1921,,16.1063,,5.1516,,14.5359,,4.9452,,18.2461,,-17.343
6175,4251627,3245287,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.0659,,,1.406,,3.7735,,13.169,,5.4431,,64.9476,,5.9114,,-7.0659
6176,4251587,3245251,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-28.0427,,,-39.2369,,-12.4584,,-0.9631,,0.5262,,-17.9645,,-53.9732,,-28.0427
6177,4251498,713783,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.1323,,,2.1878,,-4.1135,,14.9914,,0.7341,,1.6758,,-23.2286,,-7.1323
6178,4251475,3245155,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,15.9278,,,48.246,,39.0781,,33.3862,,35.9618,,25.7362,,17.4246,,15.9278
6179,4251471,3245152,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.6688,,,-6.4207,,-11.2081,,-16.7837,,-8.5961,,-2.8422,,-6.6744,,-11.6688
6180,4251463,3245146,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-25.8893,,,-20.0235,,5.8104,,10.1822,,7.3887,,8.2,,-17.3027,,-25.8893
6181,4251448,3245134,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.4946,,,29.0681,,37.6884,,7.8482,,-1.272,,11.327,,11.7027,,-15.4946
6182,4251441,3245128,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.5575,,,-0.0564,,9.4682,,5.2611,,-19.716,,-13.0425,,-5.899,,-21.5575
6183,4251435,3245122,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.2501,,,11.0365,,28.9763,,-8.166,,-12.5727,,-11.8142,,-22.305,,-22.2501
6184,4251431,2767267,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.5608,,,12.3381,,8.5244,,-6.8352,,-31.6658,,0.8216,,13.0821,,-6.5608
6185,4251422,3245111,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.605,,,4.4792,,-0.8911,,13.3535,,-0.2949,,-2.6192,,-5.9945,,-21.605
6186,4251421,3245110,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.4245,,,0.622,,1.4347,,0.7116,,5.6007,,9.5489,,16.4503,,2.4245
6187,4251375,3245072,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.184,,,5.3442,,6.7711,,6.6633,,1.8927,,5.4454,,-1.573,,-11.184
6188,4251344,3245043,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-24.3407,,,-0.6617,,22.1097,,0.0801,,10.511,,6.1645,,-16.3368,,-24.3407
6189,4251289,3244994,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.7558,,,7.222,,-1.471,,7.376,,-4.346,,14.2776,,6.9882,,-4.7558
6190,4251282,3244988,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-24.2745,,,-1.3267,,-14.1919,,19.6537,,4.0526,,6.5763,,8.6804,,-24.2745
6191,4251232,3244945,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.8518,,,19.3183,,11.8447,,20.4594,,2.0346,,1.7376,,9.892,,-9.8518
6192,4251217,3244931,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-25.3245,,,2.2161,,21.4594,,-14.0136,,8.413,,13.922,,-0.9133,,-25.3245
6193,4251152,3244874,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.9393,,,49.5491,,10.6902,,23.9328,,1.3036,,18.2827,,11.6166,,-3.9393
6194,4251097,715208,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,32.3352,,,18.395,,8.0547,,15.328,,25.9421,,9.8017,,2.3356,,32.3352
6195,4251084,3244815,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.3165,,,-9.0782,,-6.2064,,-16.2537,,-13.8958,,-17.0306,,-19.5867,,-23.3165
6196,4251069,3244801,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.2113,,,-18.7716,,3.498,,-0.1409,,-2.4692,,-16.3573,,-5.346,,-29.2113
6197,4251055,3244790,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.58,,,-7.9641,,10.1971,,20.9565,,4.1459,,27.6721,,5.2459,,-19.58
6198,4251046,3244782,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.4898,,,2.4325,,7.71,,-3.0669,,-1.186,,13.5677,,-1.4281,,-14.4898
6199,4251041,3244777,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.6571,,,-24.1115,,-23.5502,,-23.0632,,-5.0394,,-30.6497,,-4.6217,,-3.6571
6200,4251040,3244776,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.6046,,,4.2084,,-0.9698,,1.509,,4.8615,,2.409,,-8.9333,,-13.6046
6201,4251014,3244753,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.6391,,,4.8,,-4.9324,,6.7818,,-2.0843,,3.5155,,0.9929,,-16.6391
6202,4250980,6603307,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.6768,,,42.7707,,-2.1697,,13.4506,,-24.5561,,-15.4587,,-25.7945,,-12.6768
6203,4250955,3244703,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.5189,,,10.3895,,16.9472,,43.21,,17.6051,,30.5887,,13.3549,,-23.5189
6204,4250937,6602868,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.6481,,,-12.5046,,-11.6911,,-4.9972,,14.8507,,-7.5509,,-6.3294,,-19.6481
6205,4250910,3244662,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.8454,,,11.0026,,4.6295,,-2.1034,,8.8183,,-2.7077,,-9.4883,,-21.8454
6206,4250868,612407,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.8752,,,19.2654,,0.9275,,8.7026,,2.9806,,16.6451,,-1.4074,,-2.8752
6207,4250858,3244615,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-28.6648,,,25.5756,,13.6101,,20.2422,,4.4267,,-0.6911,,-22.5504,,-28.6648
6208,4250855,5771479,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.0165,,,-9.4391,,-17.338,,-12.3965,,-11.5836,,-20.4719,,-15.3145,,-21.0165
6209,4250823,3244582,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.917,,,15.5189,,15.6686,,13.6295,,-0.0727,,5.622,,7.4196,,-1.917
6210,4250708,3244478,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-32.8887,,,-11.812,,-27.462,,-18.7238,,-5.6978,,-2.7896,,-3.0511,,-32.8887
6211,4250700,3244472,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.5155,,,39.8232,,6.0581,,17.7698,,2.2086,,30.0792,,-11.154,,7.5155
6212,4250672,6602879,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.5495,,,-1.8898,,1.0788,,-34.0419,,5.2294,,4.5566,,-3.5978,,-20.5495
6213,4250639,5771475,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.5029,,,6.1077,,1.3316,,13.5423,,0.6069,,-2.0756,,-9.4003,,-12.5029
6214,4250618,619876,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.8096,,,-3.2518,,13.2667,,-5.8042,,6.7931,,10.2645,,3.5706,,-9.8096
6215,4250553,3244348,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.545,,,34.5949,,29.5284,,11.9942,,14.0136,,-11.292,,-2.1237,,-2.545
6216,4250552,1285300,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.0374,,,1.4354,,-1.5533,,0.3947,,2.4437,,-3.8105,,-9.9489,,9.0374
6217,4250544,3244341,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.2933,,,20.2034,,4.0457,,19.7762,,17.796,,15.1845,,16.3558,,5.2933
6218,4250510,3244309,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.059,,,37.7042,,29.2643,,19.1347,,38.1509,,34.5267,,40.1541,,-9.059
6219,4250505,3244305,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.6073,,,39.5335,,33.9725,,35.2028,,2.1055,,31.4571,,6.767,,14.6073
6220,4250497,3244297,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.2864,,,-47.06,,-27.9459,,-28.0751,,-32.5509,,-31.4852,,-24.5713,,-16.2864
6221,4250490,3244292,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.3931,,,5.9842,,30.2281,,8.7108,,29.5817,,34.7328,,2.3985,,-19.3931
6222,4250448,1002592,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.3263,,,30.941,,42.6998,,23.376,,11.8373,,41.7144,,-17.4266,,-15.3263
6223,4250432,3244244,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.8802,,,-10.2503,,-6.0359,,-6.153,,-13.6013,,-18.3092,,-1.7957,,-15.8802
6224,4250410,3244228,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,35.2189,,,39.2579,,23.2882,,38.9011,,16.0253,,30.2901,,28.1931,,35.2189
6225,4250355,3244177,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.2939,,,1.0647,,-9.007,,15.6527,,11.7463,,1.6547,,-11.0462,,-22.2939
6226,4250321,3244152,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.4464,,,14.5366,,-21.0177,,-8.9366,,4.0048,,-2.7112,,12.1143,,-2.4464
6227,4250318,3244151,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.937,,,-11.6675,,22.462,,14.3026,,26.8366,,28.3504,,14.8341,,-11.937
6228,4250317,3244150,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.5324,,,18.9038,,17.2569,,-1.4052,,-5.1239,,10.08,,-6.5876,,-1.5324
6229,4250284,3244119,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.9921,,,3.0972,,13.9946,,11.536,,17.2387,,15.0582,,-4.4769,,0.9921
6230,4250270,3244107,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.7547,,,-22.4911,,-18.09,,-25.7329,,-7.3421,,-9.3828,,11.547,,11.7547
6231,4250268,3244105,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.9457,,,20.8404,,12.1728,,-1.1543,,36.9525,,29.9296,,24.5986,,-5.9457
6232,4250267,1284314,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.6234,,,-18.56,,2.8919,,5.181,,-13.9959,,-15.3826,,17.1187,,4.6234
6233,4250224,3244069,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.1923,,,10.035,,-0.5402,,2.4657,,-0.9652,,-1.1926,,1.0487,,21.1923
6234,4250132,1010280,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.0046,,,12.6693,,4.8971,,-1.8345,,5.2538,,-2.9337,,-10.2762,,-11.0046
6235,4250106,3243964,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.8977,,,11.5602,,20.6801,,17.3699,,17.9252,,17.2072,,2.751,,-10.8977
6236,4250102,3243960,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.5786,,,-45.8894,,6.9043,,-7.0807,,-26.9828,,5.9146,,-3.9421,,-7.5786
6237,4250038,3243906,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.2944,,,24.8997,,-1.5817,,25.7744,,21.1111,,43.6114,,24.0918,,-21.2944
6238,4250008,3243879,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.5123,,,6.3902,,10.251,,11.8787,,1.6301,,-4.249,,7.3391,,8.5123
6239,4249983,3243857,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.3796,,,-6.4153,,-5.0406,,-8.8571,,-17.6978,,-3.5683,,-16.439,,-10.3796
6240,4249966,3243841,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.7908,,,32.8486,,7.0513,,-15.8532,,1.0261,,11.6257,,26.9617,,19.7908
6241,4249963,757187,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.7142,,,11.9154,,4.6875,,7.9847,,3.7303,,13.412,,-1.4303,,-29.7142
6242,4249942,3243819,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.8566,,,17.8046,,7.7732,,14.5574,,5.9118,,-6.8824,,4.3764,,-17.8566
6243,4249856,694660,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.8424,,,-22.3728,,6.5643,,-3.8521,,-17.9936,,17.6204,,19.0591,,-15.8424
6244,4249854,3243742,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.2858,,,-28.0379,,18.904,,10.4846,,-3.5329,,-18.3049,,3.4332,,-11.2858
6245,4249831,3243725,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.4628,,,-4.3267,,-0.5428,,-2.9925,,-11.4551,,-6.8745,,-16.1948,,-20.4628
6246,4249770,3243674,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.2198,,,8.8276,,9.1744,,0.9322,,8.8097,,3.6838,,5.9294,,-10.2198
6247,4249762,232388,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.4802,,,-26.1006,,-2.7235,,-28.7627,,-23.4915,,7.1753,,-28.1763,,-14.4802
6248,4249742,3243652,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.7992,,,-12.2892,,2.55,,20.0472,,15.8156,,-0.5205,,14.6998,,-15.7992
6249,4249722,3243636,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.8419,,,22.6979,,22.0191,,23.6006,,29.6527,,34.2771,,27.0663,,-1.8419
6250,4249690,3243609,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.6289,,,7.6861,,4.5366,,7.449,,3.699,,-5.4721,,5.0959,,-14.6289
6251,4249683,2133145,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-25.6434,,,1.8563,,-12.0829,,-1.6619,,-1.9657,,-13.1892,,-13.1584,,-25.6434
6252,4249678,3243599,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,17.7396,,,7.3491,,3.1571,,21.6347,,0.975,,9.2969,,6.521,,17.7396
6253,4249666,3243589,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.0258,,,11.3641,,16.3437,,11.0297,,20.7579,,27.3117,,18.6924,,-21.0258
6254,4249657,3243581,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.8475,,,1.5924,,14.2872,,33.8056,,14.063,,10.36,,18.7096,,3.8475
6255,4249640,3243567,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.3767,,,21.6657,,12.8758,,34.1003,,4.8711,,14.8978,,-6.4986,,5.3767
6256,4249606,750066,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,42.3671,,,36.3029,,23.0667,,23.4978,,29.7793,,24.6716,,36.3927,,42.3671
6257,4249597,426788,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.9692,,,-5.844,,-3.961,,-4.68,,-2.9883,,8.045,,3.08,,-17.9692
6258,4249592,3243524,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.1218,,,9.2912,,12.2334,,16.6369,,8.5993,,28.1418,,13.0506,,5.1218
6259,4249559,3243494,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.6129,,,14.2463,,-0.4856,,13.1989,,1.2622,,8.4322,,-9.9967,,-26.6129
6260,4249519,3243463,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.1471,,,-3.4993,,0.1785,,2.5434,,-12.6328,,-20.0619,,-7.731,,0.1471
6261,4249498,3243443,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.1403,,,-11.5161,,-6.237,,-5.2134,,2.2207,,-2.228,,6.0997,,-12.1403
6262,4249486,1246518,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.3722,,,-1.2412,,-1.5378,,6.1162,,-2.5924,,2.4749,,-14.7509,,-13.3722
6263,4249479,3243426,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.1726,,,-62.6027,,-19.3072,,-45.8138,,-16.8449,,-24.7041,,-46.3199,,-2.1726
6264,4249444,3243397,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.5836,,,12.2462,,11.2612,,7.3543,,3.3449,,7.2596,,6.067,,7.5836
6265,4249413,6603654,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.217,,,-10.6068,,8.6059,,-10.9368,,14.2926,,18.7962,,18.9136,,-18.217
6266,4249371,3243333,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.2581,,,6.9593,,12.9953,,26.2436,,-24.8237,,-18.1147,,3.6089,,19.2581
6267,4249360,2867472,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.6217,,,1.5207,,13.4224,,6.0468,,0.7946,,34.1242,,16.4982,,-16.6217
6268,4249350,3243314,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.7053,,,-29.4184,,-1.4954,,-3.6201,,26.485,,11.906,,3.8008,,11.7053
6269,4249336,3243302,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.7312,,,4.405,,-15.6302,,13.4546,,-12.8447,,13.4311,,19.9713,,-6.7312
6270,4249311,3243283,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.7679,,,5.0284,,-11.8547,,2.2441,,-27.8102,,-25.0401,,-23.7496,,-23.7679
6271,4249240,3243221,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.3861,,,19.2475,,-11.4349,,6.792,,15.5555,,-5.6509,,-24.9257,,-18.3861
6272,4249227,3243211,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.6141,,,-5.0674,,-22.615,,-17.8874,,-20.2456,,-6.5734,,-20.4162,,-27.6141
6273,4249185,3243172,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-25.5809,,,2.8423,,8.7437,,5.4986,,4.3016,,1.1199,,-6.227,,-25.5809
6274,4249175,707391,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-72.2691,,,-49.8791,,-60.7195,,-35.7125,,-72.1915,,-52.2151,,-24.163,,-72.2691
6275,4249173,3243162,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.001,,,13.7633,,13.0832,,22.9877,,0.9491,,4.8527,,9.0694,,-12.001
6276,4249168,3243157,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.3114,,,-31.1464,,-1.0286,,-1.429,,-4.4554,,-0.6211,,-21.7975,,1.3114
6277,4249138,3243131,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.1091,,,11.5662,,-6.7386,,-13.2135,,-3.922,,27.335,,10.5934,,21.1091
6278,4249136,3243129,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.707,,,23.5946,,67.5664,,39.7584,,5.046,,25.4468,,3.247,,7.707
6279,4249107,3243103,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.0296,,,18.7739,,3.3938,,9.9422,,5.3118,,8.9064,,-1.1945,,-10.0296
6280,4249082,3243079,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.4818,,,-108.105,,11.1347,,-1.4405,,23.8101,,-12.5265,,28.2937,,-0.4818
6281,4249081,3243078,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.8666,,,-6.0383,,2.0387,,7.6773,,-13.4997,,6.5224,,6.3821,,6.8666
6282,4249041,3243045,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.5587,,,48.529,,38.1345,,44.4417,,3.7449,,31.2516,,11.8198,,-6.5587
6283,4249038,2899073,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.5367,,,26.5087,,23.6965,,34.1904,,36.4939,,-4.5595,,31.6226,,-18.5367
6284,4249017,3243023,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.2329,,,-6.5563,,8.9604,,1.0572,,5.5598,,-10.6958,,-22.0416,,-20.2329
6285,4248987,3242996,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.7202,,,17.3318,,30.3129,,30.8637,,-8.6044,,0.5069,,10.6085,,16.7202
6286,4248986,3242995,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.9909,,,16.4698,,11.8915,,20.0055,,10.0719,,22.5045,,-13.647,,-20.9909
6287,4248974,3242983,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.6918,,,-52.6243,,-40.8534,,15.9153,,-14.5416,,-23.6486,,-38.1744,,-22.6918
6288,4248948,3242958,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.051,,,-5.9487,,-19.2479,,-6.1592,,9.2533,,7.6191,,12.1646,,-0.051
6289,4248935,3242946,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.6766,,,7.8628,,16.9027,,8.3883,,6.5038,,32.5275,,-18.9817,,4.6766
6290,4248923,3242936,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.5655,,,4.7433,,-14.8763,,-12.4088,,-3.8309,,-14.8885,,-8.5074,,-29.5655
6291,4248909,68261,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.9658,,,21.4105,,3.8752,,6.5664,,0.7522,,8.2496,,-13.8978,,-22.9658
6292,4248854,3242877,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.3967,,,-46.7663,,9.5257,,-2.8043,,-4.8088,,-58.3193,,-23.5444,,6.3967
